CC Order,SFDC Account,CFS Invoice/Credit,Invoice Amount,Invoice Date,Status
"O-0005936884","a7N3o000002WLyqEAG","22395751","$23.80","2021-12-31","Invoiced"
"O-0005936899","a7N3o000002WLz5EAG","22395751","$47.60","2021-12-31","Invoiced"
"O-0005936912","a7N3o000002WLzUEAW","22395751","$59.50","2021-12-31","Invoiced"
"O-0005936994","a7N3o000002WM1zEAG","22395751","$23.80","2021-12-31","Invoiced"
"O-0005937032","a7N3o000002WLq9EAG","22395751","$47.60","2021-12-31","Invoiced"
"O-0005937048","a7N3o000002WM3CEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005937051","a7N3o000002WM3WEAW","22395751","$11.90","2021-12-31","Invoiced"
"O-0005937054","a7N3o000002WM3lEAG","22395751","$11.90","2021-12-31","Invoiced"
"O-0005937059","a7N3o000002WM4AEAW","22395751","$23.80","2021-12-31","Invoiced"
"O-0005937205","a7N3o000002WMA3EAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005937208","a7N3o000002WMADEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005937242","a7N3o000002WMBQEA4","22395751","$11.90","2021-12-31","Invoiced"
"O-0005937262","a7N3o000002WMCJEA4","22395751","$36.00","2021-12-31","Invoiced"
"O-0005937307","a7N3o000002WMDhEAO","22395751","$35.70","2021-12-31","Invoiced"
"O-0005937322","a7N3o000002WMD3EAO","22395751","$11.90","2021-12-31","Invoiced"
"O-0005937337","a7N3o000002WMEkEAO","22395751","$23.80","2021-12-31","Invoiced"
"O-0005937359","a7N3o000002WMFTEA4","22395751","$35.70","2021-12-31","Invoiced"
"O-0005937523","a7N3o000002WMLCEA4","22395751","$27.00","2021-12-31","Invoiced"
"O-0005938053","a7N3o000002WMdQEAW","22395751","$90.00","2021-12-31","Invoiced"
"O-0005938257","a7N3o000002WMkHEAW","22395751","$83.30","2021-12-31","Invoiced"
"O-0005938614","a7N3o000002WMwrEAG","22395751","$42.00","2021-12-31","Invoiced"
"O-0005938617","a7N3o000002WMwwEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005938626","a7N3o000002WMxLEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005938629","a7N3o000002WMxVEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005939490","a7N3o000002WNPPEA4","22395751","$23.80","2021-12-31","Invoiced"
"O-0005939759","a7N3o000002WNYgEAO","22395751","$45.00","2021-12-31","Invoiced"
"O-0005939804","a7N3o000002WNacEAG","22395751","$142.80","2021-12-31","Invoiced"
"O-0005939934","a7N3o000002WNeyEAG","22395751","$81.00","2021-12-31","Invoiced"
"O-0005939958","a7N3o000002WNgLEAW","22395751","$42.00","2021-12-31","Invoiced"
"O-0005939963","a7N3o000002WNgQEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005939968","a7N3o000002WNgfEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005940242","a7N3o000002WNeaEAG","22395751","$63.00","2021-12-31","Invoiced"
"O-0005940364","a7N3o000002WNtyEAG","22395751","$27.00","2021-12-31","Invoiced"
"O-0005940467","a7N3o000002WNhZEAW","22395751","$36.00","2021-12-31","Invoiced"
"O-0005940602","a7N3o000002WO1iEAG","22395751","$71.40","2021-12-31","Invoiced"
"O-0005940623","a7N3o000002WO2HEAW","22395751","$154.70","2021-12-31","Invoiced"
"O-0005940643","a7N3o000002WO2qEAG","22395751","$59.50","2021-12-31","Invoiced"
"O-0005940688","a7N3o000002WO4DEAW","22395751","$95.20","2021-12-31","Invoiced"
"O-0005940709","a7N3o000002WO4rEAG","22395751","$59.50","2021-12-31","Invoiced"
"O-0005940753","a7N3o000002WO5zEAG","22395751","$95.20","2021-12-31","Invoiced"
"O-0005940777","a7N3o000002WO6nEAG","22395751","$95.20","2021-12-31","Invoiced"
"O-0005940836","a7N3o000002WO8ZEAW","22395751","$119.00","2021-12-31","Invoiced"
"O-0005941011","a7N3o000002WOEDEA4","22395751","$47.60","2021-12-31","Invoiced"
"O-0005941241","a7N3o000002WOL4EAO","22395751","$153.00","2021-12-31","Invoiced"
"O-0005941251","a7N3o000002WOLEEA4","22395751","$84.00","2021-12-31","Invoiced"
"O-0005941254","a7N3o000002WOLTEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005941636","a7N3o000002WOX0EAO","22395751","$47.60","2021-12-31","Invoiced"
"O-0005942374","a7N3o000002WOm1EAG","22395751","$84.00","2021-12-31","Invoiced"
"O-0005942376","a7N3o000002WOp4EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005942377","a7N3o000002WOp9EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005942379","a7N3o000002WOpEEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005943301","a7N3o000002WP4FEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005943303","a7N3o000002WP5qEAG","22395751","$70.00","2021-12-31","Invoiced"
"O-0005943305","a7N3o000002WP5vEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005943307","a7N3o000002WP60EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005944142","a7N3o000002WPHNEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005944144","a7N3o000002WPHSEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005944146","a7N3o000002WPHXEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005944943","a7N3o000002WPPCEA4","22395751","$84.00","2021-12-31","Invoiced"
"O-0005945722","a7N3o000002WPUWEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005945723","a7N3o000002WPUbEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005945725","a7N3o000002WPUgEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005945727","a7N3o000002WPUlEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005948235","a7N3o000002WPfyEAG","22395751","$81.00","2021-12-31","Invoiced"
"O-0005948443","a7N3o000002WPkeEAG","22395751","$27.00","2021-12-31","Invoiced"
"O-0005948600","a7N3o000002WPnsEAG","22395751","$63.00","2021-12-31","Invoiced"
"O-0005948705","a7N3o000002WPqXEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005948781","a7N3o000002WPsTEAW","22395751","$130.90","2021-12-31","Invoiced"
"O-0005948818","a7N3o000002WPtREAW","22395751","$54.00","2021-12-31","Invoiced"
"O-0005948923","a7N3o000002WPwBEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005948928","a7N3o000002WPwGEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005949522","a7N3o000002WQCnEAO","22395751","$36.00","2021-12-31","Invoiced"
"O-0005949838","a7N3o000002WQMNEA4","22395751","$36.00","2021-12-31","Invoiced"
"O-0005950015","a7N3o000002WQPhEAO","22395751","$63.00","2021-12-31","Invoiced"
"O-0005950079","a7N3o000002WQSpEAO","22395751","$130.90","2021-12-31","Invoiced"
"O-0005950144","a7N3o000002WQUlEAO","22395751","$54.00","2021-12-31","Invoiced"
"O-0005950183","a7N3o000002WQVkEAO","22395751","$17.00","2021-12-31","Invoiced"
"O-0005950189","a7N3o000002WQWXEA4","22395751","$42.00","2021-12-31","Invoiced"
"O-0005950193","a7N3o000002WQWcEAO","22395751","$59.50","2021-12-31","Invoiced"
"O-0005950196","a7N3o000002WQWhEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005950298","a7N3o000002WQZgEAO","22395751","$36.00","2021-12-31","Invoiced"
"O-0005950384","a7N3o000002WQcGEAW","22395751","$9.00","2021-12-31","Invoiced"
"O-0005950568","a7N3o000002WQhLEAW","22395751","$47.60","2021-12-31","Invoiced"
"O-0005950726","a7N3o000002WQlXEAW","22395751","$130.90","2021-12-31","Invoiced"
"O-0005950831","a7N3o000002WQoHEAW","22395751","$47.60","2021-12-31","Invoiced"
"O-0005951057","a7N3o000002WQv3EAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005951200","a7N3o000002WQzZEAW","22395751","$23.80","2021-12-31","Invoiced"
"O-0005951393","a7N3o000002WR4BEAW","22395751","$63.00","2021-12-31","Invoiced"
"O-0005951415","a7N3o000002WR4pEAG","22395751","$42.00","2021-12-31","Invoiced"
"O-0005951416","a7N3o000002WR4zEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005951417","a7N3o000002WR54EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005951419","a7N3o000002WR2ZEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005951497","a7N3o000002WR7KEAW","22395751","$63.00","2021-12-31","Invoiced"
"O-0005952019","a7N3o000002WRMPEA4","22395751","$54.00","2021-12-31","Invoiced"
"O-0005952145","a7N3o000002WRPnEAO","22395751","$36.00","2021-12-31","Invoiced"
"O-0005952325","a7N3o000002WRUnEAO","22395751","$95.20","2021-12-31","Invoiced"
"O-0005952477","a7N3o000002WRYLEA4","22395751","$35.70","2021-12-31","Invoiced"
"O-0005952484","a7N3o000002WRYQEA4","22395751","$54.00","2021-12-31","Invoiced"
"O-0005952562","a7N3o000002WRaREAW","22395751","$42.00","2021-12-31","Invoiced"
"O-0005952792","a7N3o000002WRhcEAG","22395751","$63.00","2021-12-31","Invoiced"
"O-0005952869","a7N3o000002WRjEEAW","22395751","$130.90","2021-12-31","Invoiced"
"O-0005952895","a7N3o000002WRjnEAG","22395751","$59.50","2021-12-31","Invoiced"
"O-0005952907","a7N3o000002WRkCEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005952940","a7N3o000002WRkgEAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005952956","a7N3o000002WRl0EAG","22395751","$11.90","2021-12-31","Invoiced"
"O-0005953513","a7N3o000002WRv0EAG","22395751","$112.00","2021-12-31","Invoiced"
"O-0005953517","a7N3o000002WRvAEAW","22395751","$18.00","2021-12-31","Invoiced"
"O-0005953518","a7N3o000002WRvFEAW","22395751","$15.00","2021-12-31","Invoiced"
"O-0005953519","a7N3o000002WRvKEAW","22395751","$17.00","2021-12-31","Invoiced"
"O-0005953521","a7N3o000002WRvUEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005953524","a7N3o000002WRvZEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005955131","a7N3o000002WSDxEAO","22395751","$28.00","2021-12-31","Invoiced"
"O-0005955132","a7N3o000002WSE2EAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005955133","a7N3o000002WSE7EAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005955135","a7N3o000002WSECEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005955815","a7N3o000002WSJ2EAO","22395751","$42.00","2021-12-31","Invoiced"
"O-0005955817","a7N3o000002WSJ7EAO","22395751","$28.00","2021-12-31","Invoiced"
"O-0005955818","a7N3o000002WSJCEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005956506","a7N3o000002WSLNEA4","22395751","$42.00","2021-12-31","Invoiced"
"O-0005956509","a7N3o000002WSLSEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005957189","a7N3o000002WSMQEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005959280","a7N3o000002WSUtEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005959283","a7N3o000002WSUyEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005960056","a7N3o000002WScTEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005960849","a7N3o000002WSkNEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005960851","a7N3o000002WSkSEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005961617","a7N3o000002WSqVEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005961619","a7N3o000002WSnnEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005962349","a7N3o000002WSv6EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005963068","a7N3o000002WSyUEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005963069","a7N3o000002WSyVEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005963769","a7N3o000002WT1dEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005964465","a7N3o000002WT3yEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005965151","a7N3o000002WT51EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005965155","a7N3o000002WT56EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005966452","a7N3o000002WT5fEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005967794","a7N3o000002WT8AEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005968513","a7N3o000002WTBiEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005969233","a7N3o000002WTFBEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005969947","a7N3o000002WTItEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005969948","a7N3o000002WTIyEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005970678","a7N3o000002WTNPEA4","22395751","$42.00","2021-12-31","Invoiced"
"O-0005971405","a7N3o000002WTRREA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005971407","a7N3o000002WTRWEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005972119","a7N3o000002WTVTEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005972120","a7N3o000002WTVYEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005972122","a7N3o000002WTVdEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005973524","a7N3o000002WTa9EAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005973527","a7N3o000002WTaEEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005973529","a7N3o000002WTaJEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005974204","a7N3o000002WTaxEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005974877","a7N3o000002WTbREAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005976251","a7N3o000002WTfdEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005977030","a7N3o000002WTnhEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005977852","a7N3o000002WTyQEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005977856","a7N3o000002WTyVEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005978671","a7N3o000002WU99EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005979488","a7N3o000002WUJJEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005980297","a7N3o000002WUSQEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005980298","a7N3o000002WUSVEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005981068","a7N3o000002WUaKEAW","22395751","$28.00","2021-12-31","Invoiced"
"O-0005981069","a7N3o000002WUaPEAW","22395751","$11.90","2021-12-31","Invoiced"
"O-0005981070","a7N3o000002WUaUEAW","22395751","$23.80","2021-12-31","Invoiced"
"O-0005981071","a7N3o000002WUaZEAW","22395751","$59.50","2021-12-31","Invoiced"
"O-0005981072","a7N3o000002WUaeEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005981815","a7N3o000002WUgcEAG","22395751","$70.00","2021-12-31","Invoiced"
"O-0005981816","a7N3o000002WUghEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005982547","a7N3o000002WUkoEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005982550","a7N3o000002WUktEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005982553","a7N3o000002WUkyEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005983253","a7N3o000002WUmuEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005983937","a7N3o000002WUoCEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005984796","a7N3o000002WUsxEAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005984838","a7N3o000002WUtgEAG","22395751","$72.00","2021-12-31","Invoiced"
"O-0005984968","a7N3o000002WUwQEAW","22395751","$108.00","2021-12-31","Invoiced"
"O-0005984997","a7N3o000002WUwpEAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005985091","a7N3o000002WUyvEAG","22395751","$119.00","2021-12-31","Invoiced"
"O-0005985243","a7N3o000002WV2EEAW","22395751","$54.00","2021-12-31","Invoiced"
"O-0005985302","a7N3o000002WV37EAG","22395751","$27.00","2021-12-31","Invoiced"
"O-0005985479","a7N3o000002WV7iEAG","22395751","$63.00","2021-12-31","Invoiced"
"O-0005985567","a7N3o000002WV9pEAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005985600","a7N3o000002WVArEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005985603","a7N3o000002WVAwEAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005985606","a7N3o000002WVBGEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005985607","a7N3o000002WVBLEA4","22395751","$95.20","2021-12-31","Invoiced"
"O-0005985644","a7N3o000002WVCJEA4","22395751","$35.70","2021-12-31","Invoiced"
"O-0005985707","a7N3o000002WVAiEAO","22395751","$107.10","2021-12-31","Invoiced"
"O-0005985746","a7N3o000002WVFNEA4","22395751","$81.00","2021-12-31","Invoiced"
"O-0005985789","a7N3o000002WVGQEA4","22395751","$11.90","2021-12-31","Invoiced"
"O-0005985811","a7N3o000002WVH4EAO","22395751","$95.20","2021-12-31","Invoiced"
"O-0005985832","a7N3o000002WVHnEAO","22395751","$130.90","2021-12-31","Invoiced"
"O-0005985886","a7N3o000002WVJKEA4","22395751","$142.80","2021-12-31","Invoiced"
"O-0005985933","a7N3o000002WVKXEA4","22395751","$166.60","2021-12-31","Invoiced"
"O-0005985984","a7N3o000002WVLaEAO","22395751","$59.50","2021-12-31","Invoiced"
"O-0005986046","a7N3o000002WVNWEA4","22395751","$107.10","2021-12-31","Invoiced"
"O-0005986059","a7N3o000002WVNvEAO","22395751","$35.70","2021-12-31","Invoiced"
"O-0005986084","a7N3o000002WVOjEAO","22395751","$71.40","2021-12-31","Invoiced"
"O-0005986104","a7N3o000002WVPIEA4","22395751","$71.40","2021-12-31","Invoiced"
"O-0005986492","a7N3o000002WVbxEAG","22395751","$83.30","2021-12-31","Invoiced"
"O-0005986514","a7N3o000002WVcREAW","22395751","$71.40","2021-12-31","Invoiced"
"O-0005986545","a7N3o000002WVdKEAW","22395751","$47.60","2021-12-31","Invoiced"
"O-0005986562","a7N3o000002WVdZEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005986626","a7N3o000002WVfkEAG","22395751","$249.90","2021-12-31","Invoiced"
"O-0005986662","a7N3o000002WVgdEAG","22395751","$142.80","2021-12-31","Invoiced"
"O-0005986683","a7N3o000002WVZnEAO","22395751","$23.80","2021-12-31","Invoiced"
"O-0005986700","a7N3o000002WVhlEAG","22395751","$23.80","2021-12-31","Invoiced"
"O-0005986803","a7N3o000002WVl4EAG","22395751","$95.20","2021-12-31","Invoiced"
"O-0005986821","a7N3o000002WVlTEAW","22395751","$83.30","2021-12-31","Invoiced"
"O-0005986864","a7N3o000002WVmlEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005986866","a7N3o000002WVmqEAG","22395751","$47.60","2021-12-31","Invoiced"
"O-0005986869","a7N3o000002WVn0EAG","22395751","$47.60","2021-12-31","Invoiced"
"O-0005986971","a7N3o000002WVq4EAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005987070","a7N3o000002WVtDEAW","22395751","$95.20","2021-12-31","Invoiced"
"O-0005987092","a7N3o000002WVtrEAG","22395751","$119.00","2021-12-31","Invoiced"
"O-0005987299","a7N3o000002WW0xEAG","22395751","$11.90","2021-12-31","Invoiced"
"O-0005987315","a7N3o000002WW1WEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988062","a7N3o000002WWOuEAO","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988072","a7N3o000002WWP9EAO","22395751","$11.90","2021-12-31","Invoiced"
"O-0005988089","a7N3o000002WWPYEA4","22395751","$11.90","2021-12-31","Invoiced"
"O-0005988134","a7N3o000002WWQvEAO","22395751","$23.80","2021-12-31","Invoiced"
"O-0005988173","a7N3o000002WWS8EAO","22395751","$28.00","2021-12-31","Invoiced"
"O-0005988176","a7N3o000002WWSDEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005988204","a7N3o000002WWSrEAO","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988255","a7N3o000002WWUnEAO","22395751","$47.60","2021-12-31","Invoiced"
"O-0005988352","a7N3o000002WWYaEAO","22395751","$59.50","2021-12-31","Invoiced"
"O-0005988610","a7N3o000002WWf3EAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988658","a7N3o000002WWZKEA4","22395751","$23.80","2021-12-31","Invoiced"
"O-0005988711","a7N3o000002WWkWEAW","22395751","$83.30","2021-12-31","Invoiced"
"O-0005988760","a7N3o000002WWltEAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988785","a7N3o000002WWmwEAG","22395751","$83.30","2021-12-31","Invoiced"
"O-0005988808","a7N3o000002WWnzEAG","22395751","$35.70","2021-12-31","Invoiced"
"O-0005988824","a7N3o000002WWoOEAW","22395751","$47.60","2021-12-31","Invoiced"
"O-0005988857","a7N3o000002WWplEAG","22395751","$83.30","2021-12-31","Invoiced"
"O-0005988893","a7N3o000002WWqeEAG","22395751","$119.00","2021-12-31","Invoiced"
"O-0005988922","a7N3o000002WWrrEAG","22395751","$59.50","2021-12-31","Invoiced"
"O-0005988967","a7N3o000002WWtJEAW","22395751","$23.80","2021-12-31","Invoiced"
"O-0005989116","a7N3o000002WWwdEAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005989136","a7N3o000002WWyEEAW","22395751","$108.00","2021-12-31","Invoiced"
"O-0005989186","a7N3o000002WWzlEAG","22395751","$71.40","2021-12-31","Invoiced"
"O-0005989247","a7N3o000002WX1IEAW","22395751","$11.90","2021-12-31","Invoiced"
"O-0005989257","a7N3o000002WX1cEAG","22395751","$54.00","2021-12-31","Invoiced"
"O-0005989266","a7N3o000002WX1mEAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005989286","a7N3o000002WX2VEAW","22395751","$35.70","2021-12-31","Invoiced"
"O-0005989424","a7N3o000002WX76EAG","22395751","$117.00","2021-12-31","Invoiced"
"O-0005989521","a7N3o000002WX9lEAG","22395751","$28.00","2021-12-31","Invoiced"
"O-0005989522","a7N3o000002WX9vEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005989523","a7N3o000002WXA0EAO","22395751","$14.00","2021-12-31","Invoiced"
"O-0005989525","a7N3o000002WXA5EAO","22395751","$54.00","2021-12-31","Invoiced"
"O-0005989721","a7N3o000002WXFyEAO","22395751","$81.00","2021-12-31","Invoiced"
"O-0005989805","a7N3o000002WXIYEA4","22395751","$90.00","2021-12-31","Invoiced"
"O-0005989909","a7N3o000002WXLrEAO","22395751","$108.00","2021-12-31","Invoiced"
"O-0005989982","a7N3o000002WXNnEAO","22395751","$36.00","2021-12-31","Invoiced"
"O-0005990206","a7N3o000002WXUeEAO","22395751","$107.10","2021-12-31","Invoiced"
"O-0005990257","a7N3o000002WXWHEA4","22395751","$27.00","2021-12-31","Invoiced"
"O-0005990284","a7N3o000002WXWvEAO","22395751","$23.80","2021-12-31","Invoiced"
"O-0005990321","a7N3o000002WXXPEA4","22395751","$95.20","2021-12-31","Invoiced"
"O-0005990440","a7N3o000002WXaiEAG","22395751","$117.00","2021-12-31","Invoiced"
"O-0005990504","a7N3o000002WXcFEAW","22395751","$77.35","2021-12-31","Invoiced"
"O-0005990554","a7N3o000002WXdcEAG","22395751","$45.00","2021-12-31","Invoiced"
"O-0005990583","a7N3o000002WXeVEAW","22395751","$29.75","2021-12-31","Invoiced"
"O-0005990688","a7N3o000002WXgWEAW","22395751","$42.00","2021-12-31","Invoiced"
"O-0005991669","a7N3o000002WY0WEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005991670","a7N3o000002WXxTEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005992523","a7N3o000002WYDuEAO","22395751","$42.00","2021-12-31","Invoiced"
"O-0005992524","a7N3o000002WYDzEAO","22395751","$28.00","2021-12-31","Invoiced"
"O-0005993332","a7N3o000002WYMmEAO","22395751","$56.00","2021-12-31","Invoiced"
"O-0005993334","a7N3o000002WYMrEAO","22395751","$28.00","2021-12-31","Invoiced"
"O-0005994066","a7N3o000002WYRDEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005994070","a7N3o000002WYRIEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005994072","a7N3o000002WYRNEA4","22395751","$28.00","2021-12-31","Invoiced"
"O-0005996122","a7N3o000002WYYOEA4","22395751","$14.00","2021-12-31","Invoiced"
"O-0005996212","a7N3o000002WYZlEAO","22395751","$63.00","2021-12-31","Invoiced"
"O-0005997100","a7N3o000002WYwrEAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005997104","a7N3o000002WYx1EAG","22395751","$14.00","2021-12-31","Invoiced"
"O-0005997622","a7N3o000002WZCGEA4","22395751","$11.90","2021-12-31","Invoiced"
"O-0005997625","a7N3o000002WZ80EAG","22395751","$27.00","2021-12-31","Invoiced"
"O-0005997947","a7N3o000002WZNTEA4","22395751","$59.50","2021-12-31","Invoiced"
"O-0005998109","a7N3o000002WZS9EAO","22395751","$63.00","2021-12-31","Invoiced"
"O-0005998276","a7N3o000002WZXxEAO","22395751","$59.50","2021-12-31","Invoiced"
"O-0005998501","a7N3o000002WZfXEAW","22395751","$14.00","2021-12-31","Invoiced"
"O-0005998606","a7N3o000002WZjoEAG","22395751","$11.90","2021-12-31","Invoiced"
"O-0005998732","a7N3o000002WZo5EAG","22395751","$11.90","2021-12-31","Invoiced"
"O-0005999638","a7N3o000002WaIUEA0","22395751","$72.00","2021-12-31","Invoiced"
"O-0005999943","a7N3o000002WaTDEA0","22395751","$28.00","2021-12-31","Invoiced"
"O-0005999946","a7N3o000002WaTNEA0","22395751","$14.00","2021-12-31","Invoiced"
"O-0005999947","a7N3o000002WaTSEA0","22395751","$11.90","2021-12-31","Invoiced"
"O-0006000866","a7N3o000002WayGEAS","22395751","$54.00","2021-12-31","Invoiced"
"O-0006001294","a7N3o000002WbBtEAK","22395751","$14.00","2021-12-31","Invoiced"
"O-0006001297","a7N3o000002WbByEAK","22395751","$14.00","2021-12-31","Invoiced"
"O-0006001300","a7N3o000002WbC3EAK","22395751","$14.00","2021-12-31","Invoiced"
"O-0006001302","a7N3o000002WaueEAC","22395751","$14.00","2021-12-31","Invoiced"
"O-0006001832","a7N3o000002WbSpEAK","22395751","$11.90","2021-12-31","Invoiced"
"O-0006001946","a7N3o000002WbWwEAK","22395751","$81.00","2021-12-31","Invoiced"
"O-0006002103","a7N3o000002WbatEAC","22395751","$135.00","2021-12-31","Invoiced"
"O-0006002500","a7N3o000002WbjbEAC","22395751","$28.00","2021-12-31","Invoiced"
"O-0006002501","a7N3o000002WbjgEAC","22395751","$14.00","2021-12-31","Invoiced"
"O-0006002502","a7N3o000002WbjlEAC","22395751","$14.00","2021-12-31","Invoiced"
"O-0006002503","a7N3o000002WbjqEAC","22395751","$14.00","2021-12-31","Invoiced"
"O-0006003539","a7N3o000002Wc79EAC","22395751","$28.00","2021-12-31","Invoiced"
"O-0006003542","a7N3o000002Wc7EEAS","22395751","$14.00","2021-12-31","Invoiced"
"O-0006004448","a7N3o000002WcMTEA0","22395751","$42.00","2021-12-31","Invoiced"
"O-0006004449","a7N3o000002WcMYEA0","22395751","$14.00","2021-12-31","Invoiced"
"O-0006004450","a7N3o000002WcMUEA0","22395751","$14.00","2021-12-31","Invoiced"
